         483736 function calls (463287 primitive calls) in 1.759 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _types.py:126(AsyncByteStream)
        1    0.000    0.000    0.000    0.000 pathlib.py:711(joinpath)
        1    0.000    0.000    0.000    0.000 _decoders.py:37(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:66(GZipDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:89(BrotliDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:142(MultiDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:167(ByteChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:206(TextChunker)
        1    0.000    0.000    0.000    0.000 _decoders.py:245(TextDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:260(LineDecoder)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1776(FileCookieJar)
        1    0.000    0.000    0.000    0.000 _multipart.py:84(FileField)
        1    0.000    0.000    0.000    0.000 pathlib.py:1413(PosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:1425(WindowsPath)
        1    0.000    0.000    0.000    0.000 _utils.py:291(Timer)
        1    0.000    0.000    0.000    0.000 _config.py:281(Limits)
        1    0.000    0.000    0.023    0.023 _adapters.py:149(_native)
        1    0.000    0.000    0.000    0.000 _adapters.py:163(wrap_spec)
        1    0.000    0.000    0.000    0.000 pathlib.py:801(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:811(PureWindowsPath)
        1    0.000    0.000    0.002    0.002 contextvars.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _decoders.py:17(ContentDecoder)
        1    0.000    0.000    0.000    0.000 _decoders.py:25(IdentityDecoder)
        1    0.000    0.000    0.000    0.000 _common.py:170(_)
        1    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 _adapters.py:141(__init__)
        1    0.000    0.000    0.000    0.000 _utils.py:318(URLPattern)
        1    0.000    0.000    0.000    0.000 _impl.py:11(_ThreadLocal)
        1    0.000    0.000    0.000    0.000 _impl.py:21(AsyncLibraryNotFoundError)
        1    0.000    0.000    0.000    0.000 core.py:12(IDNAError)
        1    0.000    0.000    0.000    0.000 package_data.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:17(IDNABidiError)
        1    0.000    0.000    0.000    0.000 core.py:22(InvalidCodepoint)
        1    0.000    0.000    0.000    0.000 core.py:27(InvalidCodepointContext)
        1    0.000    0.000    0.000    0.000 _config.py:40(UnsetType)
        1    0.000    0.000    0.000    0.000 _config.py:323(Proxy)
        1    0.000    0.000    0.023    0.023 _adapters.py:28(get_resource_reader)
        1    0.000    0.000    0.000    0.000 _adapters.py:46(SpecPath)
        1    0.000    0.000    0.000    0.000 _adapters.py:81(ChildPath)
        1    0.000    0.000    0.000    0.000 _adapters.py:112(OrphanPath)
        1    0.000    0.000    0.001    0.001 base.py:34(NetworkBackend)
        1    0.000    0.000    0.000    0.000 base.py:83(AsyncNetworkBackend)
        1    0.000    0.000    0.000    0.000 _eventloop.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _fileio.py:38(AsyncFile)
        1    0.000    0.000    0.000    0.000 sslproto.py:263(SSLProtocol)
        1    0.000    0.000    0.000    0.000 _urls.py:418(QueryParams)
        1    0.000    0.000    0.003    0.003 abc.py:16(ResourceReader)
        1    0.000    0.000    0.000    0.000 _config.py:295(__init__)
        1    0.000    0.000    0.023    0.023 _common.py:51(files)
        1    0.000    0.000    0.000    0.000 _common.py:80(_)
        1    0.000    0.000    0.000    0.000 _adapters.py:12(__init__)
        1    0.000    0.000    0.000    0.000 _adapters.py:16(__getattr__)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 readers.py:32(ZipReader)
        1    0.000    0.000    0.000    0.000 __init__.py:647(LZMACompressor)
        1    0.000    0.000    0.000    0.000 __init__.py:151(FastLookup)
        1    0.000    0.000    0.000    0.000 __init__.py:771(_SharedFile)
        1    0.000    0.000    0.000    0.000 __init__.py:811(_Tellable)
        1    0.000    0.000    0.000    0.000 __init__.py:2054(PyZipFile)
        1    0.000    0.000    0.000    0.000 default.py:107(ResponseStream)
        1    0.000    0.000    0.000    0.000 default.py:248(AsyncResponseStream)
        1    0.000    0.000    0.023    0.023 _adapters.py:144(_reader)
        1    0.000    0.000    0.000    0.000 _adapters.py:40(CompatibilityFiles)
        1    0.000    0.000    0.010    0.010 sync.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _tasks.py:38(TaskGroup)
        1    0.000    0.000    0.000    0.000 abc.py:58(TraversalError)
        1    0.000    0.000    0.000    0.000 __init__.py:39(BadZipFile)
        1    0.000    0.000    0.000    0.000 __init__.py:43(LargeZipFile)
        1    0.000    0.000    0.000    0.000 _itertools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:18(ConnectionNotAvailable)
        1    0.000    0.000    0.000    0.000 _exceptions.py:22(ProxyError)
        1    0.000    0.000    0.001    0.001 abc.py:62(Traversable)
        1    0.000    0.000    0.000    0.000 readers.py:28(files)
        1    0.000    0.000    0.000    0.000 readers.py:16(FileReader)
        1    0.000    0.000    0.000    0.000 readers.py:129(NamespaceReader)
        1    0.000    0.000    0.000    0.000 __init__.py:670(LZMADecompressor)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 asgi.py:40(ASGIResponseStream)
        1    0.000    0.000    0.000    0.000 __init__.py:67(TrioBackend)
        1    0.000    0.000    0.000    0.000 __init__.py:23(SOCKSProxy)
        1    0.000    0.000    0.000    0.000 __init__.py:11(HTTP2Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:1174(_ZipWriteFile)
        1    0.000    0.000    0.000    0.000 __init__.py:68(InitializedState)
        1    0.000    0.000    0.000    0.000 _models.py:167(Origin)
        1    0.000    0.000    0.000    0.000 _ssl.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:112(AsyncEvent)
        1    0.000    0.000    0.000    0.000 _synchronization.py:153(AsyncSemaphore)
        1    0.000    0.000    0.000    0.000 _synchronization.py:279(Event)
        1    0.000    0.000    0.000    0.000 _compat.py:75(_ContextManagerWrapper)
        1    0.000    0.000    0.000    0.000 asgi.py:48(ASGITransport)
        1    0.000    0.000    0.000    0.000 base.py:12(BaseTransport)
        1    0.000    0.000    0.000    0.000 base.py:63(AsyncBaseTransport)
        1    0.000    0.000    0.000    0.000 _models.py:148(ByteStream)
        1    0.000    0.000    0.000    0.000 _synchronization.py:92(AsyncThreadLock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:304(ShieldCancellation)
        1    0.000    0.000    0.000    0.000 _compat.py:140(DeprecatedAwaitableFloat)
        1    0.000    0.000    0.000    0.000 _compat.py:163(DeprecatedAwaitableList)
        1    0.000    0.000    0.000    0.000 _resources.py:10(AsyncResource)
        1    0.000    0.000    0.000    0.000 __init__.py:360(ZipInfo)
        1    0.000    0.000    0.000    0.000 readers.py:17(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:86(CompleteDirs)
        1    0.000    0.000    0.000    0.000 _synchronization.py:47(AsyncLock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:189(AsyncShieldCancellation)
        1    0.000    0.000    0.000    0.000 _synchronization.py:231(Lock)
        1    0.000    0.000    0.000    0.000 _synchronization.py:255(ThreadLock)
        1    0.000    0.000    0.000    0.000 _compat.py:187(DeprecatedAsyncContextManager)
        1    0.000    0.000    0.000    0.000 _typedattr.py:41(TypedAttributeProvider)
        1    0.000    0.000    0.000    0.000 default.py:121(HTTPTransport)
        1    0.000    0.000    0.000    0.000 default.py:262(AsyncHTTPTransport)
        1    0.000    0.000    0.000    0.000 _sockets.py:35(SocketAttribute)
        1    0.000    0.000    0.000    0.000 _testing.py:11(TestRunner)
        1    0.000    0.000    0.000    0.000 _synchronization.py:190(Condition)
        1    0.000    0.000    0.000    0.000 _base.py:325(Future)
        1    0.000    0.000    0.000    0.000 _models.py:368(Response)
        1    0.000    0.000    0.000    0.000 sync.py:185(SyncBackend)
        1    0.000    0.000    0.000    0.000 base.py:57(AsyncNetworkStream)
        1    0.000    0.000    0.000    0.000 tls.py:24(TLSAttribute)
        1    0.000    0.000    0.000    0.000 thread.py:121(ThreadPoolExecutor)
        1    0.000    0.000    0.000    0.000 _synchronization.py:281(Semaphore)
        1    0.000    0.000    0.199    0.199 to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 coroutines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _exceptions.py:26(UnsupportedProtocol)
        1    0.000    0.000    0.000    0.000 _exceptions.py:30(ProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:34(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:38(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:45(TimeoutException)
        1    0.000    0.000    0.000    0.000 _exceptions.py:49(PoolTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:53(ConnectTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:57(ReadTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:61(WriteTimeout)
        1    0.000    0.000    0.000    0.000 _exceptions.py:68(NetworkError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:72(ConnectError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:76(ReadError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:80(WriteError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:6(BrokenResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:13(BrokenWorkerProcess)
        1    0.000    0.000    0.000    0.000 _exceptions.py:27(ClosedResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:43(EndOfStream)
        1    0.000    0.000    0.000    0.000 _exceptions.py:86(TypedAttributeLookupError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:93(WouldBlock)
        1    0.000    0.000    0.000    0.000 _sockets.py:88(SocketStream)
        1    0.000    0.000    0.000    0.000 _sockets.py:155(ConnectedUDPSocket)
        1    0.000    0.000    0.000    0.000 _fileio.py:210(_PathIterator)
        1    0.000    0.000    0.000    0.000 _sockets.py:143(UDPSocket)
        1    0.000    0.000    0.000    0.000 _tasks.py:16(_IgnoredTaskStatus)
        1    0.000    0.000    0.000    0.000 _synchronization.py:16(EventStatistics)
        1    0.000    0.000    0.000    0.000 _compat.py:124(DeprecatedAwaitable)
        1    0.000    0.000    0.000    0.000 _synchronization.py:293(Semaphore)
        1    0.000    0.000    0.000    0.000 _exceptions.py:20(BusyResourceError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:31(DelimiterNotFound)
        1    0.000    0.000    0.000    0.000 _exceptions.py:47(ExceptionGroup)
        1    0.000    0.000    0.000    0.000 _exceptions.py:73(IncompleteRead)
        1    0.000    0.000    0.000    0.000 _sockets.py:96(UNIXSocketStream)
        1    0.000    0.000    0.000    0.000 _typedattr.py:23(TypedAttributeSet)
        1    0.000    0.000    0.000    0.000 _streams.py:51(UnreliableObjectSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:97(ObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:147(ByteSendStream)
        1    0.000    0.000    0.000    0.000 _streams.py:159(ByteStream)
        1    0.000    0.000    0.000    0.000 _streams.py:188(Listener)
        1    0.000    0.000    0.000    0.000 _synchronization.py:42(LockStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:56(ConditionStatistics)
        1    0.000    0.000    0.000    0.000 lowlevel.py:79(_NoValueSet)
        1    0.000    0.000    0.000    0.000 <string>:1(__create_fn__)
        1    0.000    0.000    0.000    0.000 _base.py:59(_Waiter)
        1    0.000    0.000    0.000    0.000 _sockets.py:50(_SocketProvider)
        1    0.000    0.000    0.000    0.000 _sockets.py:118(SocketListener)
        1    0.000    0.000    0.000    0.000 _tasks.py:104(FailAfterContextManager)
        1    0.000    0.000    0.000    0.000 _tasks.py:21(TaskStatus)
        1    0.000    0.000    0.000    0.000 _streams.py:16(UnreliableObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:116(ByteReceiveStream)
        1    0.000    0.000    0.000    0.000 _synchronization.py:25(CapacityLimiterStatistics)
        1    0.000    0.000    0.000    0.000 _synchronization.py:77(Event)
        1    0.000    0.000    0.000    0.000 _synchronization.py:576(ResourceGuard)
        1    0.000    0.000    0.000    0.000 _streams.py:74(UnreliableObjectStream)
        1    0.000    0.000    0.000    0.000 _streams.py:83(ObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 _streams.py:90(ObjectSendStream)
        1    0.000    0.000    0.000    0.000 _testing.py:9(TaskInfo)
        1    0.000    0.000    0.000    0.000 subprocess.py:126(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:67(SemaphoreStatistics)
        1    0.000    0.000    0.000    0.000 lowlevel.py:73(_TokenWrapper)
        1    0.000    0.000    0.000    0.000 lowlevel.py:83(RunvarToken)
        1    0.000    0.000    0.000    0.000 from_thread.py:137(_BlockingPortalTaskStatus)
        1    0.000    0.000    0.000    0.000 _synchronization.py:103(Lock)
        1    0.000    0.000    0.000    0.000 from_thread.py:85(_BlockingAsyncContextManager)
        1    0.000    0.000    0.000    0.000 base_events.py:275(Server)
        1    0.000    0.000    0.006    0.006 __init__.py:40(__getattr__)
        1    0.000    0.000    0.000    0.000 events.py:106(TimerHandle)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _synchronization.py:378(CapacityLimiter)
        1    0.000    0.000    0.000    0.000 lowlevel.py:92(RunVar)
        1    0.000    0.000    0.000    0.000 base_events.py:207(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 _base.py:111(_AllCompletedWaiter)
        1    0.000    0.000    0.000    0.000 subprocess.py:470(CompletedProcess)
        1    0.000    0.000    0.000    0.000 constants.py:38(_SendfileMode)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 protocols.py:1(<module>)
        1    0.000    0.000    0.000    0.000 streams.py:315(StreamWriter)
        1    0.000    0.000    0.000    0.000 streams.py:418(StreamReader)
        1    0.000    0.000    0.000    0.000 _base.py:74(_AsCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:96(_FirstCompletedWaiter)
        1    0.000    0.000    0.000    0.000 _base.py:569(Executor)
        1    0.000    0.000    0.000    0.000 events.py:29(Handle)
        1    0.000    0.000    0.000    0.000 events.py:169(AbstractServer)
        1    0.000    0.000    0.000    0.000 transports.py:9(BaseTransport)
        1    0.000    0.000    0.000    0.000 futures.py:30(Future)
        1    0.000    0.000    0.001    0.001 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:170(ForwardHTTPConnection)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 unix_events.py:460(_UnixReadPipeTransport)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 _base.py:45(Error)
        1    0.000    0.000    0.000    0.000 _base.py:49(CancelledError)
        1    0.000    0.000    0.000    0.000 _base.py:55(InvalidStateError)
        1    0.000    0.000    0.000    0.000 _base.py:651(BrokenExecutor)
        1    0.000    0.000    0.000    0.000 _base.py:141(_AcquireFutures)
        1    0.000    0.000    0.000    0.000 events.py:618(AbstractEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 exceptions.py:29(IncompleteReadError)
        1    0.000    0.000    0.000    0.000 exceptions.py:47(LimitOverrunError)
        1    0.000    0.000    0.000    0.000 protocols.py:9(BaseProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:109(BufferedProtocol)
        1    0.000    0.000    0.000    0.000 protocols.py:177(SubprocessProtocol)
        1    0.000    0.000    0.000    0.000 transports.py:46(ReadTransport)
        1    0.000    0.000    0.000    0.000 transports.py:172(DatagramTransport)
        1    0.000    0.000    0.000    0.000 locks.py:420(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 tasks.py:702(_GatheringFuture)
        1    0.000    0.000    0.000    0.000 events.py:667(_Local)
        1    0.000    0.000    0.000    0.000 protocols.py:66(Protocol)
        1    0.000    0.000    0.000    0.000 protocols.py:162(DatagramProtocol)
        1    0.000    0.000    0.000    0.000 sslproto.py:82(_SSLProtocolTransport)
        1    0.000    0.000    0.000    0.000 interfaces.py:18(RequestInterface)
        1    0.000    0.000    0.000    0.000 http_proxy.py:56(HTTPProxy)
        1    0.000    0.000    0.000    0.000 http_proxy.py:56(AsyncHTTPProxy)
        1    0.000    0.000    0.000    0.000 anyio.py:19(AnyIOStream)
        1    0.000    0.000    0.004    0.004 stapled.py:1(<module>)
        1    0.000    0.000    0.000    0.000 http_proxy.py:234(TunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 http_proxy.py:234(AsyncTunnelHTTPConnection)
        1    0.000    0.000    0.000    0.000 trsock.py:4(TransportSocket)
        1    0.000    0.000    0.001    0.001 runners.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:57(_UnixSelectorEventLoop)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 events.py:734(_RunningLoop)
        1    0.000    0.000    0.000    0.000 exceptions.py:10(CancelledError)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(InvalidStateError)
        1    0.000    0.000    0.000    0.000 exceptions.py:21(SendfileNotAvailableError)
        1    0.000    0.000    0.000    0.000 exceptions.py:61(BrokenBarrierError)
        1    0.000    0.000    0.000    0.000 events.py:652(BaseDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 format_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
        1    0.000    0.000    0.000    0.000 queues.py:218(PriorityQueue)
        1    0.000    0.000    0.000    0.000 subprocess.py:118(Process)
        1    0.000    0.000    0.000    0.000 taskgroups.py:12(TaskGroup)
        1    0.000    0.000    0.000    0.000 tasks.py:83(Task)
        1    0.000    0.000    0.001    0.001 timeouts.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:445(Barrier)
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 tls.py:241(TLSListener)
        1    0.000    0.000    0.000    0.000 memory.py:59(MemoryObjectReceiveStream)
        1    0.000    0.000    0.000    0.000 memory.py:174(MemoryObjectSendStream)
        1    0.000    0.000    0.000    0.000 sslproto.py:23(SSLProtocolState)
        1    0.000    0.000    0.000    0.000 sslproto.py:31(AppProtocolState)
        1    0.000    0.000    0.000    0.000 transports.py:148(Transport)
        1    0.000    0.000    0.000    0.000 locks.py:12(_ContextManagerMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:9(_LoopBoundMixin)
        1    0.000    0.000    0.000    0.000 locks.py:438(_BarrierState)
        1    0.000    0.000    0.000    0.000 timeouts.py:18(_State)
        1    0.000    0.000    0.000    0.000 tasks.py:954(create_eager_task_factory)
        1    0.000    0.000    0.000    0.000 trsock.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runners.py:14(_State)
        1    0.000    0.000    0.000    0.000 transports.py:72(WriteTransport)
        1    0.000    0.000    0.000    0.000 transports.py:251(_FlowControlMixin)
        1    0.000    0.000    0.000    0.000 locks.py:218(Condition)
        1    0.000    0.000    0.000    0.000 locks.py:330(Semaphore)
        1    0.000    0.000    0.000    0.000 runners.py:20(Runner)
        1    0.000    0.000    0.000    0.000 subprocess.py:17(SubprocessStreamProtocol)
        1    0.000    0.000    0.000    0.000 unix_events.py:833(AbstractChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1030(SafeChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1111(FastChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:1442(_UnixDefaultEventLoopPolicy)
        1    0.000    0.000    0.000    0.000 transports.py:197(SubprocessTransport)
        1    0.000    0.000    0.000    0.000 log.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 locks.py:157(Event)
        1    0.000    0.000    0.000    0.000 streams.py:116(FlowControlMixin)
        1    0.000    0.000    0.000    0.000 queues.py:11(QueueEmpty)
        1    0.000    0.000    0.000    0.000 queues.py:16(QueueFull)
        1    0.000    0.000    0.000    0.000 thread.py:115(BrokenThreadPool)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 timeouts.py:26(Timeout)
        1    0.000    0.000    0.000    0.000 http11.py:358(HTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:47(ReceiveBuffer)
        1    0.000    0.000    0.000    0.000 http11.py:358(AsyncHTTP11UpgradeStream)
        1    0.000    0.000    0.000    0.000 streams.py:180(StreamReaderProtocol)
        1    0.000    0.000    0.000    0.000 unix_events.py:1349(ThreadedChildWatcher)
        1    0.000    0.000    0.000    0.000 queue.py:258(_PySimpleQueue)
        1    0.000    0.000    0.000    0.000 queues.py:234(LifoQueue)
        1    0.000    0.000    0.000    0.000 threads.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 queue.py:223(PriorityQueue)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 taskgroups.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:919(PidfdChildWatcher)
        1    0.000    0.000    0.000    0.000 unix_events.py:977(BaseChildWatcher)
        1    0.000    0.000    0.000    0.000 thread.py:46(_WorkItem)
        1    0.000    0.000    0.000    0.000 _events.py:315(EndOfMessage)
        1    0.000    0.000    0.000    0.000 _receivebuffer.py:1(<module>)
        1    0.000    0.000    0.000    0.000 unix_events.py:809(_UnixSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 unix_events.py:604(_UnixWritePipeTransport)
        1    0.000    0.000    0.000    0.000 selector_events.py:769(_SelectorTransport)
        1    0.000    0.000    0.000    0.000 _headers.py:75(Headers)
        1    0.000    0.000    0.000    0.000 types.py:550(FloatRange)
        1    0.000    0.000    0.000    0.000 selector_events.py:931(_SelectorSocketTransport)
        1    0.000    0.000    0.000    0.000 tls.py:52(TLSStream)
        1    0.000    0.000    0.000    0.000 memory.py:35(MemoryObjectStreamState)
        1    0.000    0.000    0.000    0.000 unix_events.py:1220(MultiLoopChildWatcher)
        1    0.000    0.000    0.000    0.000 stapled.py:21(StapledByteStream)
        1    0.000    0.000    0.000    0.000 selector_events.py:1213(_SelectorDatagramTransport)
        1    0.000    0.000    0.000    0.000 stapled.py:57(StapledObjectStream)
        1    0.000    0.000    0.000    0.000 stapled.py:93(MultiListener)
        1    0.000    0.000    0.000    0.000 _trace.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _events.py:259(Data)
        1    0.000    0.000    0.000    0.000 _util.py:107(Sentinel)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _trace.py:9(Trace)
        1    0.000    0.000    0.000    0.000 anyio.py:98(AnyIOBackend)
        1    0.000    0.000    0.000    0.000 _signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memory.py:24(MemoryObjectStreamStatistics)
        1    0.000    0.000    0.000    0.000 _readers.py:122(ContentLengthReader)
        1    0.000    0.000    0.000    0.000 _writers.py:62(BodyWriter)
        1    0.000    0.000    0.000    0.000 _writers.py:84(ContentLengthWriter)
        1    0.000    0.000    0.000    0.000 mock.py:57(MockBackend)
        1    0.000    0.000    0.000    0.000 mock.py:118(AsyncMockBackend)
        1    0.000    0.000    0.000    0.000 core.py:1957(CommandCollection)
        1    0.000    0.000    0.000    0.000 _compat.py:454(_AtomicFile)
        1    0.000    0.000    0.000    0.000 _util.py:12(ProtocolError)
        1    0.000    0.000    0.000    0.000 _readers.py:210(Http10Reader)
        1    0.000    0.000    0.000    0.000 _events.py:32(Event)
        1    0.000    0.000    0.000    0.000 _events.py:217(Response)
        1    0.000    0.000    0.000    0.000 _events.py:175(InformationalResponse)
        1    0.000    0.000    0.000    0.000 _util.py:59(LocalProtocolError)
        1    0.000    0.000    0.000    0.000 _events.py:40(Request)
        1    0.000    0.000    0.000    0.000 _events.py:128(_ResponseBase)
        1    0.000    0.000    0.000    0.000 core.py:1202(__init__)
        1    0.000    0.000    0.000    0.000 _compat.py:52(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 exceptions.py:197(NoSuchOption)
        1    0.000    0.000    0.000    0.000 parser.py:213(Argument)
        1    0.000    0.000    0.000    0.000 _readers.py:148(ChunkedReader)
        1    0.000    0.000    0.000    0.000 _writers.py:101(ChunkedWriter)
        1    0.000    0.000    0.000    0.000 _writers.py:116(Http10Writer)
        1    0.000    0.000    0.000    0.000 _state.py:249(ConnectionState)
        1    0.000    0.000    0.000    0.000 _connection.py:40(NEED_DATA)
        1    0.000    0.000    0.000    0.000 _connection.py:44(PAUSED)
        1    0.000    0.000    0.000    0.000 _util.py:80(RemoteProtocolError)
        1    0.000    0.000    0.000    0.000 _events.py:357(ConnectionClosed)
        1    0.000    0.000    0.000    0.000 _state.py:134(CLIENT)
        1    0.000    0.000    0.000    0.000 _state.py:138(SERVER)
        1    0.000    0.000    0.000    0.000 _state.py:143(IDLE)
        1    0.000    0.000    0.000    0.000 _state.py:147(SEND_RESPONSE)
        1    0.000    0.000    0.000    0.000 _state.py:151(SEND_BODY)
        1    0.000    0.000    0.000    0.000 _state.py:155(DONE)
        1    0.000    0.000    0.000    0.000 _state.py:159(MUST_CLOSE)
        1    0.000    0.000    0.000    0.000 _state.py:163(CLOSED)
        1    0.000    0.000    0.000    0.000 __init__.py:11(AsyncHTTP2Connection)
        1    0.000    0.000    0.000    0.000 __init__.py:23(AsyncSOCKSProxy)
        1    0.000    0.000    0.000    0.000 _state.py:167(ERROR)
        1    0.000    0.000    0.000    0.000 _state.py:172(MIGHT_SWITCH_PROTOCOL)
        1    0.000    0.000    0.000    0.000 _state.py:176(SWITCHED_PROTOCOL)
        1    0.000    0.000    0.000    0.000 _state.py:180(_SWITCH_UPGRADE)
        1    0.000    0.000    0.000    0.000 _state.py:184(_SWITCH_CONNECT)
        1    0.000    0.000    0.000    0.000 interfaces.py:85(ConnectionInterface)
        1    0.000    0.000    0.000    0.000 connection_pool.py:15(PoolRequest)
        1    0.000    0.000    0.000    0.000 interfaces.py:85(AsyncConnectionInterface)
        1    0.000    0.000    0.000    0.000 connection_pool.py:15(AsyncPoolRequest)
        1    0.000    0.000    0.000    0.000 anyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 types.py:188(UnprocessedParamType)
        1    0.000    0.000    0.000    0.000 types.py:200(StringParamType)
        1    0.000    0.000    0.000    0.000 types.py:593(BoolParamType)
        1    0.000    0.000    0.000    0.000 types.py:618(UUIDParameterType)
        1    0.000    0.000    0.000    0.000 auto.py:1(<module>)
